DIST_ID,PROC_NUM,FOLIO_NUM,SITE_ADDR,ASSE_DATE,FEET_CODE,STATUS_CODE,COL_CON,COL_ADM,CRED_AMT,DEF_AMT,DEF_ADM,CODE,ASSD_BASIS_QTY,YEAR
2,M2017018243-0,1.4103E+11,2020 SW 5 ST,10/12/2017,ROAD,C,"$16,936.26 ",$338.73 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
2,M2017018247-0,1.13205E+12,1276 NE 93 ST,10/16/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
5.1,M2017018251-0,2.05011E+12,7645 SW 117 ST,10/5/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
5.1,M2017018251-0,2.05011E+12,7645 SW 117 ST,10/5/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
2,M2017018263-0,1.3123E+11,1171 NW 40 ST,10/12/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2017018263-0,1.3123E+11,1171 NW 40 ST,10/12/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
2,M2018000097-0,1.4138E+11,300 SW 18 TER,11/13/2017,ROAD,C,"$101,880.38 ","$2,037.62 ",$0.00 ,$0.00 ,$0.00 ,220-00,-4,2017
2,M2018000097-0,1.4138E+11,300 SW 18 TER,11/13/2017,ROAD,C,"$101,880.38 ","$2,037.62 ",$0.00 ,$0.00 ,$0.00 ,220-00,3,2017
2,M2018000097-0,1.4138E+11,300 SW 18 TER,11/13/2017,ROAD,C,"$101,880.38 ","$2,037.62 ",$0.00 ,$0.00 ,$0.00 ,231-00,-4,2017
2,M2018000097-0,1.4138E+11,300 SW 18 TER,11/13/2017,ROAD,C,"$101,880.38 ","$2,037.62 ",$0.00 ,$0.00 ,$0.00 ,820-01,"10,289.00",2017
3.1,M2018000112-0,6.2228E+11,2001 KEYSTONE DR,10/11/2017,ROAD,C,"$8,494.31 ",$169.89 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000152-0,3.42103E+12,19281 NW 27 AVE,10/30/2017,ROAD,C,"$68,826.69 ","$1,376.53 ",$0.00 ,$0.00 ,$0.00 ,853-00,"1,207.00",2017
6,M2018000155-0,1.07917E+12,114 SE 21 TER,10/11/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018000161-0,1.07917E+12,126 SE 21 TER,10/17/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018000168-0,1.07917E+12,2174 SE 1 ST,10/13/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018000170-0,1.07917E+12,151 SE 22 AVE,10/13/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018000173-0,1.07917E+12,2186 SE 1 ST,10/17/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018000196-0,1.3123E+11,789 NW 50 ST,10/12/2017,ROAD,C,"$8,494.31 ",$169.89 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
7,M2018000231-0,3.4108E+11,728 NAVARRE AVE,10/18/2017,ROAD,C,"$4,247.15 ",$84.95 ,$0.00 ,$0.00 ,$0.00 ,210-00,-0.5,2017
7,M2018000231-0,3.4108E+11,728 NAVARRE AVE,10/18/2017,ROAD,C,"$4,247.15 ",$84.95 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018000235-0,1.3125E+11,97 NW 25 ST (#101),11/15/2017,ROAD,C,"$16,683.81 ",$333.67 ,$0.00 ,$0.00 ,$0.00 ,932-00,400,2017
2,M2018000235-0,1.3125E+11,97 NW 25 ST (#101),11/15/2017,ROAD,C,"$16,683.81 ",$333.67 ,$0.00 ,$0.00 ,$0.00 ,150-00,-400,2017
2,M2018000269-0,1.3135E+11,1020 SUNNYBROOK RD,10/20/2017,ROAD,C,"$198,464.30 ","$3,969.28 ",$0.00 ,$0.00 ,$0.00 ,210-00,-3,2017
2,M2018000269-0,1.3135E+11,1020 SUNNYBROOK RD,10/20/2017,ROAD,C,"$198,464.30 ","$3,969.28 ",$0.00 ,$0.00 ,$0.00 ,151-00,"104,171.00",2017
6,M2018000290-0,1.07917E+12,1844 NE 2 ST,10/16/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018000292-0,1.07917E+12,1801 NE 2 CT,10/18/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018000309-0,1.4109E+11,3445 SW 14 ST,10/18/2017,ROAD,C,"$10,401.57 ",$208.03 ,$0.00 ,$0.00 ,$0.00 ,230-00,2,2017
2,M2018000310-0,1.4139E+11,45 SW 24 RD,10/16/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
1.1,M2018000383-0,5.3024E+11,6 CURTISS PKWY (STE. 2-6),10/30/2017,ROAD,C,"$12,808.53 ",$256.17 ,$0.00 ,$0.00 ,$0.00 ,720-00,"1,345.00",2017
1.1,M2018000383-0,5.3024E+11,6 CURTISS PKWY (STE. 2-6),10/30/2017,ROAD,C,"$12,808.53 ",$256.17 ,$0.00 ,$0.00 ,$0.00 ,820-00,"-4,000.00",2017
1.1,M2018000383-0,5.3024E+11,6 CURTISS PKWY (STE. 2-6),10/30/2017,ROAD,C,"$12,808.53 ",$256.17 ,$0.00 ,$0.00 ,$0.00 ,710-00,"2,655.00",2017
8,M2018000409-0,2.3234E+11,723 N LINCOLN LN,10/20/2017,ROAD,C,"$136,673.10 ","$2,733.46 ",$0.00 ,$0.00 ,$0.00 ,932-01,122,2017
8,M2018000409-0,2.3234E+11,723 N LINCOLN LN,10/20/2017,ROAD,C,"$136,673.10 ","$2,733.46 ",$0.00 ,$0.00 ,$0.00 ,820-01,"-2,800.00",2017
6,M2018000418-0,1.07917E+12,108 SE 21 TER,10/19/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018000420-0,1.07917E+12,2182 SE 1 ST,10/17/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018000435-0,1.3133E+11,3341 NW 18 TER,10/25/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
3.1,M2018000529-0,3.42115E+12,16440 NW 22 AVE,10/19/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
8,M2018000558-0,2.32341E+11,1330 OCEAN DR,10/30/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,222-00,0,2017
6,M2018000587-0,1.02001E+11,121 NW 7 AVE,10/30/2017,ROAD,C,"$66,719.42 ","$1,334.39 ",$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
6,M2018000587-0,1.02001E+11,121 NW 7 AVE,10/30/2017,ROAD,C,"$66,719.42 ","$1,334.39 ",$0.00 ,$0.00 ,$0.00 ,220-00,12,2017
9.1,M2018000603-0,4.3012E+11,791 W 29 ST,11/3/2017,ROAD,C,"$39,274.29 ",$785.48 ,$0.00 ,$0.00 ,$0.00 ,933-00,810,2017
9.1,M2018000603-0,4.3012E+11,791 W 29 ST,11/3/2017,ROAD,C,"$39,274.29 ",$785.48 ,$0.00 ,$0.00 ,$0.00 ,820-00,-810,2017
2,M2018000633-0,1.3133E+11,1000 NW 28 AVE,10/24/2017,ROAD,C,"$1,907.26 ",$38.14 ,$0.00 ,$0.00 ,$0.00 ,230-00,2,2017
2,M2018000633-0,1.3133E+11,1000 NW 28 AVE,10/24/2017,ROAD,C,"$1,907.26 ",$38.14 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
1,M2018000641-0,9.4025E+11,6101 SUNSET DR,11/17/2017,ROAD,C,"$24,588.99 ",$491.78 ,$0.00 ,$0.00 ,$0.00 ,820-00,-790,2017
1,M2018000641-0,9.4025E+11,6101 SUNSET DR,11/17/2017,ROAD,C,"$24,588.99 ",$491.78 ,$0.00 ,$0.00 ,$0.00 ,932-00,790,2017
2,M2018000650-0,1.3124E+11,4400 NE 2 AVE,10/24/2017,ROAD,C,"$14,492.29 ",$289.85 ,$0.00 ,$0.00 ,$0.00 ,820-00,"1,579.00",2017
2,M2018000650-0,1.3124E+11,4400 NE 2 AVE,10/24/2017,ROAD,C,"$14,492.29 ",$289.85 ,$0.00 ,$0.00 ,$0.00 ,220-00,-4,2017
2,M2018000650-0,1.3124E+11,4400 NE 2 AVE,10/24/2017,ROAD,C,"$14,492.29 ",$289.85 ,$0.00 ,$0.00 ,$0.00 ,220-00,2,2017
3.1,M2018000686-0,1.91235E+12,495 OCEAN BLVD,10/26/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
8,M2018000692-0,2.3211E+11,7135 COLLINS AVE #1,10/30/2017,ROAD,C,"$32,158.40 ",$643.17 ,$0.00 ,$0.00 ,$0.00 ,932-00,995,2017
8,M2018000692-0,2.3211E+11,7135 COLLINS AVE #1,10/30/2017,ROAD,C,"$32,158.40 ",$643.17 ,$0.00 ,$0.00 ,$0.00 ,710-00,-995,2017
9.1,M2018000709-0,4.3002E+11,1840 W 49 ST-SUITE 103,11/6/2017,ROAD,C,"$17,613.11 ",$352.27 ,$0.00 ,$0.00 ,$0.00 ,720-00,972,2017
9.1,M2018000709-0,4.3002E+11,1840 W 49 ST-SUITE 103,11/6/2017,ROAD,C,"$17,613.11 ",$352.27 ,$0.00 ,$0.00 ,$0.00 ,710-00,-972,2017
6,M2018000718-0,1.07812E+12,312 NW 14 ST,10/24/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018000719-0,1.07812E+12,246 NW 14 ST,10/25/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018000722-0,1.07812E+12,304 NW 14 ST,10/20/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018000748-0,1.4115E+11,2436 SW 24 TER,10/26/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
8,M2018000751-0,2.3222E+11,4301 PRAIRIE AVE,10/18/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
8,M2018000751-0,2.3222E+11,4301 PRAIRIE AVE,10/18/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000794-0,3.42103E+12,19401 NW 27 AVE,11/7/2017,ROAD,C,"$26,630.64 ",$532.62 ,$0.00 ,$0.00 ,$0.00 ,820-01,"-1,294.00",2017
3,M2018000794-0,3.42103E+12,19401 NW 27 AVE,11/7/2017,ROAD,C,"$26,630.64 ",$532.62 ,$0.00 ,$0.00 ,$0.00 ,720-00,"1,294.00",2017
2,M2018000803-0,1.3207E+11,1133 BELLE MEADE ISLAND DR,10/26/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
3,M2018000809-0,2.72019E+12,10851 NW 144 ST,11/17/2017,ROAD,C,"$10,935.94 ",$218.72 ,$0.00 ,$0.00 ,$0.00 ,150-00,"2,322.00",2017
2,M2018000815-0,1.41281E+11,3500 ST GAUDENS RD,10/31/2017,ROAD,C,"$6,370.73 ",$127.42 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018000815-0,1.41281E+11,3500 ST GAUDENS RD,10/31/2017,ROAD,C,"$6,370.73 ",$127.42 ,$0.00 ,$0.00 ,$0.00 ,210-00,-0.25,2017
2,M2018000819-0,1.32301E+11,2063 BISCAYNE BLVD C-501,11/2/2017,ROAD,C,"$72,192.23 ","$1,443.85 ",$0.00 ,$0.00 ,$0.00 ,720-00,"3,710.00",2017
2,M2018000819-0,1.32301E+11,2063 BISCAYNE BLVD C-501,11/2/2017,ROAD,C,"$72,192.23 ","$1,443.85 ",$0.00 ,$0.00 ,$0.00 ,820-01,"-3,710.00",2017
3.1,M2018000824-0,3.42114E+12,1200 NW 167 ST,10/23/2017,ROAD,C,"$241,347.89 ","$4,826.96 ",$0.00 ,$0.00 ,$0.00 ,841-01,"17,455.00",2017
3,M2018000853-0,7.2217E+11,1595 NE 163 ST,11/22/2017,ROAD,C,"$16,434.27 ",$328.68 ,$0.00 ,$0.00 ,$0.00 ,710-00,"-1,066.00",2017
3,M2018000853-0,7.2217E+11,1595 NE 163 ST,11/22/2017,ROAD,C,"$16,434.27 ",$328.68 ,$0.00 ,$0.00 ,$0.00 ,630-00,"1,066.00",2017
2,M2018000884-0,1.4121E+11,3156 SW 27 AVE,10/31/2017,ROAD,C,"$49,950.86 ",$999.02 ,$0.00 ,$0.00 ,$0.00 ,222-00,23,2017
2,M2018000884-0,1.4121E+11,3156 SW 27 AVE,10/31/2017,ROAD,C,"$49,950.86 ",$999.02 ,$0.00 ,$0.00 ,$0.00 ,220-00,-6,2017
3,M2018000892-0,4.2016E+11,3562 W 105 ST,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000893-0,4.2016E+11,3571 W 104 TER,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000895-0,4.2016E+11,3532 W 105 ST,10/26/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000896-0,4.2016E+11,3521 W 104 TER,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000898-0,4.2016E+11,3540 W 104 TER,10/31/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000899-0,4.2016E+11,3502 W 105 ST,10/26/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000900-0,4.2016E+11,3561 W 104 TER,10/27/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000901-0,4.2016E+11,3551 W 104 TER,10/27/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000903-0,4.2016E+11,3522 W 105 ST,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000904-0,4.2016E+11,3501 W 104 TER,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000910-0,4.2016E+11,3531 W 104 TER,10/26/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000911-0,4.2016E+11,3570 W 104 TER,10/26/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000912-0,4.2016E+11,3550 W 104 TER,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000913-0,4.2016E+11,3542 W 105 ST,10/27/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000916-0,4.2016E+11,3541 W 104 TER,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000918-0,4.2016E+11,3512 W 105 ST,10/27/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000920-0,4.2016E+11,3560 W 104 TER,10/31/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000923-0,4.2016E+11,3552 W 105 ST,10/27/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000924-0,4.2016E+11,3511 W 104 TER,10/26/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018000926-0,1.4114E+11,4 GROVE ISLE DR,11/3/2017,ROAD,C,"$307,103.42 ","$6,142.07 ",$0.00 ,$0.00 ,$0.00 ,820-00,"5,070.00",2017
2,M2018000926-0,1.4114E+11,4 GROVE ISLE DR,11/3/2017,ROAD,C,"$307,103.42 ","$6,142.07 ",$0.00 ,$0.00 ,$0.00 ,932-00,"4,815.00",2017
3,M2018000928-0,4.2016E+11,3530 W 104 TER,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
1,M2018000987-0,2.2301E+12,8499 NW 80 ST,11/13/2017,ROAD,C,"$502,054.65 ","$10,041.09 ",$0.00 ,$0.00 ,$0.00 ,150-00,"106,600.00",2017
3,M2018000994-0,3.41133E+12,3540 NW 213 TER,10/30/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018000996-0,3.41133E+12,3151 NW 213 ST,10/25/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018001005-1,1.41381E+11,175 SW 7 ST,12/20/2017,ROAD,C,"$10,328.69 ",$206.57 ,$0.00 ,$0.00 ,$0.00 ,720-00,570,2017
2,M2018001005-1,1.41381E+11,175 SW 7 ST,12/20/2017,ROAD,C,"$10,328.69 ",$206.57 ,$0.00 ,$0.00 ,$0.00 ,710-00,-570,2017
2,M2018001024-0,1.411E+11,1830 SW 18 AVE,10/27/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
3.1,M2018001025-0,3.22024E+12,6620 MAIN ST (BLDG #3),11/3/2017,ROAD,C,"$53,678.54 ","$1,073.57 ",$0.00 ,$0.00 ,$0.00 ,220-00,9,2017
3.1,M2018001027-0,3.22013E+12,15490 NEW BARN RD (BLDG #4),11/3/2017,ROAD,C,"$41,749.98 ",$835.00 ,$0.00 ,$0.00 ,$0.00 ,220-00,7,2017
3.1,M2018001029-0,3.22013E+12,6640 EAGLE NEST LN (BLDG #5),11/3/2017,ROAD,C,"$17,892.84 ",$357.86 ,$0.00 ,$0.00 ,$0.00 ,220-00,3,2017
5.1,M2018001030-0,2.05002E+12,6720 SW 98 ST,11/2/2017,ROAD,C,"$8,494.31 ",$169.89 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
7,M2018001046-0,1.4105E+11,340 SW 45 AVE,10/26/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
7,M2018001046-0,1.4105E+11,340 SW 45 AVE,10/26/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
8,M2018001062-0,2.3203E+11,1410 S BISCAYNE POINT RD,11/8/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
8,M2018001062-0,2.3203E+11,1410 S BISCAYNE POINT RD,11/8/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
2,M2018001078-0,1.3113E+11,5423 NE MIAMI CT,11/6/2017,ROAD,C,"$13,737.00 ",$274.75 ,$0.00 ,$0.00 ,$0.00 ,210-00,-4,2017
2,M2018001078-0,1.3113E+11,5423 NE MIAMI CT,11/6/2017,ROAD,C,"$13,737.00 ",$274.75 ,$0.00 ,$0.00 ,$0.00 ,220-00,8,2017
2,M2018001085-0,1.3125E+11,251 NW 23 ST,11/7/2017,ROAD,C,"$60,890.97 ","$1,217.82 ",$0.00 ,$0.00 ,$0.00 ,710-00,"6,485.00",2017
2,M2018001085-0,1.3125E+11,251 NW 23 ST,11/7/2017,ROAD,C,"$60,890.97 ","$1,217.82 ",$0.00 ,$0.00 ,$0.00 ,150-00,"-6,485.00",2017
8,M2018001089-0,2.3234E+11,928 OCEAN DR,11/8/2017,ROAD,C,"$22,925.28 ",$458.51 ,$0.00 ,$0.00 ,$0.00 ,932-00,779,2017
8,M2018001089-0,2.3234E+11,928 OCEAN DR,11/8/2017,ROAD,C,"$22,925.28 ",$458.51 ,$0.00 ,$0.00 ,$0.00 ,820-00,-779,2017
2,M2018001092-0,1.3112E+11,2 NW 79 ST,10/31/2017,ROAD,C,"$77,254.93 ","$1,545.10 ",$0.00 ,$0.00 ,$0.00 ,853-00,"2,878.00",2017
2,M2018001092-0,1.3112E+11,2 NW 79 ST,10/31/2017,ROAD,C,"$77,254.93 ","$1,545.10 ",$0.00 ,$0.00 ,$0.00 ,841-00,"-2,142.00",2017
2,M2018001092-0,1.3112E+11,2 NW 79 ST,10/31/2017,ROAD,C,"$77,254.93 ","$1,545.10 ",$0.00 ,$0.00 ,$0.00 ,820-00,"-1,886.00",2017
3.1,M2018001176-0,3.12202E+12,18620 N BAY RD,11/3/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
2,M2018001204-0,1.02051E+11,136 SW 8 ST,11/9/2017,ROAD,C,"$69,571.77 ","$1,391.43 ",$0.00 ,$0.00 ,$0.00 ,820-00,"-4,115.00",2017
2,M2018001204-0,1.02051E+11,136 SW 8 ST,11/9/2017,ROAD,C,"$69,571.77 ","$1,391.43 ",$0.00 ,$0.00 ,$0.00 ,220-00,-2,2017
2,M2018001204-0,1.02051E+11,136 SW 8 ST,11/9/2017,ROAD,C,"$69,571.77 ","$1,391.43 ",$0.00 ,$0.00 ,$0.00 ,630-00,"5,291.00",2017
2,M2018001207-0,1.4116E+11,2881 SW 34 AVE,10/31/2017,ROAD,C,"$1,907.26 ",$38.14 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
2,M2018001207-0,1.4116E+11,2881 SW 34 AVE,10/31/2017,ROAD,C,"$1,907.26 ",$38.14 ,$0.00 ,$0.00 ,$0.00 ,230-00,2,2017
1,M2018001211-0,3.5303E+12,2500 NW 107 AVE UNIT 102,11/16/2017,ROAD,C,"$15,694.26 ",$313.89 ,$0.00 ,$0.00 ,$0.00 ,630-00,"1,018.00",2017
1,M2018001211-0,3.5303E+12,2500 NW 107 AVE UNIT 102,11/16/2017,ROAD,C,"$15,694.26 ",$313.89 ,$0.00 ,$0.00 ,$0.00 ,710-00,"-1,018.00",2017
2,M2018001216-0,2.45205E+12,610 RIDGEWOOD RD,10/30/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
2,M2018001230-0,1.3126E+11,719 NW 29 ST,11/15/2017,ROAD,C,"$5,706.60 ",$114.13 ,$0.00 ,$0.00 ,$0.00 ,820-00,"1,974.00",2017
2,M2018001230-0,1.3126E+11,719 NW 29 ST,11/15/2017,ROAD,C,"$5,706.60 ",$114.13 ,$0.00 ,$0.00 ,$0.00 ,710-00,"-1,974.00",2017
6,M2018001256-0,1.07917E+12,1800 NE 2 ST,11/6/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
6,M2018001258-0,1.07917E+12,1812 NE 2 ST,11/6/2017,ROAD,C,"$8,983.85 ",$179.68 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
7,M2018001280-0,1.412E+11,3911 LOQUAT AVE,11/2/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
8,M2018001344-0,2.3232E+11,221 E DI LIDO DR,11/21/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
8,M2018001344-0,2.3232E+11,221 E DI LIDO DR,11/21/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
2,M2018001374-0,1.411E+11,2486 SW 16 ST,11/6/2017,ROAD,C,"$1,907.26 ",$38.14 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
2,M2018001374-0,1.411E+11,2486 SW 16 ST,11/6/2017,ROAD,C,"$1,907.26 ",$38.14 ,$0.00 ,$0.00 ,$0.00 ,230-00,2,2017
1,M2018001375-0,2.2203E+12,11553 NW 124 ST,12/12/2017,ROAD,C,"$279,052.25 ","$5,581.05 ",$0.00 ,$0.00 ,$0.00 ,150-00,"51,014.00",2017
1,M2018001375-0,2.2203E+12,11553 NW 124 ST,12/12/2017,ROAD,C,"$279,052.25 ","$5,581.05 ",$0.00 ,$0.00 ,$0.00 ,710-00,"2,650.00",2017
1.1,M2018001378-0,5.3119E+11,856 LAKE DR,12/19/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
3.1,M2018001382-0,3.22013E+12,5830 NW 163 ST,11/2/2017,ROAD,C,"$65,820.47 ","$1,316.41 ",$0.00 ,$0.00 ,$0.00 ,150-00,"-7,010.00",2017
3.1,M2018001382-0,3.22013E+12,5830 NW 163 ST,11/2/2017,ROAD,C,"$65,820.47 ","$1,316.41 ",$0.00 ,$0.00 ,$0.00 ,710-00,"7,010.00",2017
2,M2018001386-0,1.411E+11,1220 SW 25 AVE,11/2/2017,ROAD,C,"$1,907.26 ",$38.14 ,$0.00 ,$0.00 ,$0.00 ,230-00,2,2017
2,M2018001386-0,1.411E+11,1220 SW 25 AVE,11/2/2017,ROAD,C,"$1,907.26 ",$38.14 ,$0.00 ,$0.00 ,$0.00 ,210-00,-1,2017
8,M2018001398-0,2.3232E+11,165 N HIBISCUS DR,11/8/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,210-00,0,2017
2,M2018001438-0,1.3123E+11,4035 NW 13 AVE,11/8/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,230-00,1,2017
2,M2018001438-0,1.3123E+11,4035 NW 13 AVE,11/8/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,230-00,-1,2017
2,M2018001442-0,1.3113E+11,141 NW 70 ST,11/3/2017,ROAD,C,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,230-00,0,2017
2,M2018001463-0,1.3208E+11,7815 NE 10 AVE,11/7/2017,ROAD,C,"$8,494.31 ",$169.89 ,$0.00 ,$0.00 ,$0.00 ,210-00,1,2017
3,M2018001467-0,3.22023E+12,7375 MIAMI LAKES DR,11/13/2017,ROAD,C,"$131,815.65 ","$2,636.32 ",$0.00 ,$0.00 ,$0.00 ,944-00,-4,2017
3,M2018001467-0,3.22023E+12,7375 MIAMI LAKES DR,11/13/2017,ROAD,C,"$131,815.65 ","$2,636.32 ",$0.00 ,$0.00 ,$0.00 ,853-00,"3,109.00",2017
